period,reported_district,data_type,age_group,total
2020-09-01,Kasama,Confirmed,Under 5,528
2020-09-01,Lunte,Confirmed,Under 5,390
2020-09-01,Lunte,Confirmed,Over 5,1036
2020-09-01,Lunte,Confirmed,Under 5,65
2020-09-01,Lupososhi,Clinical,Under 5,3
2020-09-01,Lupososhi,Clinical,Over 5,5
2020-09-01,Lupososhi,Clinical,Under 5,1
2020-09-01,Lupososhi,Confirmed,Under 5,723
2020-09-01,Lupososhi,Confirmed,Over 5,762
2020-09-01,Lupososhi,Confirmed,Under 5,172
2020-09-01,Luwingu,Clinical,Under 5,4
2020-09-01,Luwingu,Clinical,Over 5,21
2020-09-01,Luwingu,Clinical,Under 5,1
2020-09-01,Luwingu,Confirmed,Under 5,798
2020-09-01,Luwingu,Confirmed,Over 5,1680
2020-09-01,Luwingu,Confirmed,Under 5,236
2020-09-01,Mbala,Clinical,Under 5,32
2020-09-01,Mbala,Clinical,Over 5,59
2020-09-01,Mbala,Clinical,Under 5,24
2020-09-01,Mbala,Confirmed,Under 5,659
2020-09-01,Mbala,Confirmed,Over 5,1516
2020-09-01,Mbala,Confirmed,Under 5,167
2020-09-01,Mbala,Confirmed_Passive_CHW,Over 5,94
2020-09-01,Mbala,Confirmed_Passive_CHW,Under 5,49
2020-09-01,Mbala,Confirmed_Passive_CHW,NA,0
2020-09-01,Mporokoso,Confirmed,Under 5,309
2020-09-01,Mporokoso,Confirmed,Over 5,782
2020-09-01,Mporokoso,Confirmed,Under 5,40
2020-09-01,Mpulungu,Clinical,Under 5,31
2020-09-01,Mpulungu,Clinical,Over 5,14
2020-09-01,Mpulungu,Clinical,Under 5,7
2020-09-01,Mpulungu,Confirmed,Under 5,1150
2020-09-01,Mpulungu,Confirmed,Over 5,1984
2020-09-01,Mpulungu,Confirmed,Under 5,203
2020-09-01,Mungwi,Clinical,Under 5,194
2020-09-01,Mungwi,Clinical,Over 5,421
2020-09-01,Mungwi,Clinical,Under 5,58
2020-09-01,Mungwi,Confirmed,Under 5,2316
2020-09-01,Mungwi,Confirmed,Over 5,4201
2020-09-01,Mungwi,Confirmed,Under 5,663
2020-09-01,Nsama,Clinical,Under 5,1
2020-09-01,Nsama,Clinical,Over 5,4
2020-09-01,Nsama,Confirmed,Under 5,1194
2020-09-01,Nsama,Confirmed,Over 5,1782
2020-09-01,Nsama,Confirmed,Under 5,445
2020-09-01,Senga,Clinical,Under 5,86
2020-09-01,Senga,Clinical,Over 5,105
2020-09-01,Senga,Clinical,Under 5,29
2020-09-01,Senga,Confirmed,Under 5,1643
2020-09-01,Senga,Confirmed,Over 5,2388
2020-09-01,Senga,Confirmed,Under 5,586
2020-09-01,Senga,Confirmed_Passive_CHW,Over 5,90
2020-09-01,Senga,Confirmed_Passive_CHW,Under 5,56
2020-09-01,Senga,Confirmed_Passive_CHW,NA,0
2020-10-01,Chilubi,Clinical,Under 5,54
2020-10-01,Chilubi,Clinical,Over 5,74
2020-10-01,Chilubi,Clinical,Under 5,24
2020-10-01,Chilubi,Confirmed,Under 5,1844
2020-10-01,Chilubi,Confirmed,Over 5,1987
2020-10-01,Chilubi,Confirmed,Under 5,783
2020-10-01,Kaputa,Clinical,Over 5,12
2020-10-01,Kaputa,Confirmed,Under 5,1481
2020-10-01,Kaputa,Confirmed,Over 5,2339
2020-10-01,Kaputa,Confirmed,Under 5,447
2020-10-01,Kasama,Clinical,Under 5,381
2020-10-01,Kasama,Clinical,Over 5,930
2020-10-01,Kasama,Clinical,Under 5,114
2020-10-01,Kasama,Confirmed,Under 5,2711
2020-10-01,Kasama,Confirmed,Over 5,6081
2020-10-01,Kasama,Confirmed,Under 5,641
2020-10-01,Lunte,Clinical,Under 5,1
2020-10-01,Lunte,Clinical,Over 5,3
2020-10-01,Lunte,Clinical,Under 5,2
2020-10-01,Lunte,Confirmed,Under 5,715
2020-10-01,Lunte,Confirmed,Over 5,2133
2020-10-01,Lunte,Confirmed,Under 5,146
2020-10-01,Lupososhi,Clinical,Under 5,27
2020-10-01,Lupososhi,Clinical,Over 5,30
2020-10-01,Lupososhi,Clinical,Under 5,11
2020-10-01,Lupososhi,Confirmed,Under 5,1072
2020-10-01,Lupososhi,Confirmed,Over 5,1345
2020-10-01,Lupososhi,Confirmed,Under 5,344
2020-10-01,Luwingu,Confirmed,Under 5,1087
2020-10-01,Luwingu,Confirmed,Over 5,2553
2020-10-01,Luwingu,Confirmed,Under 5,335
2020-10-01,Mbala,Clinical,Under 5,99
2020-10-01,Mbala,Clinical,Over 5,193
2020-10-01,Mbala,Clinical,Under 5,12
2020-10-01,Mbala,Confirmed,Under 5,911
2020-10-01,Mbala,Confirmed,Over 5,2133
2020-10-01,Mbala,Confirmed,Under 5,213
2020-10-01,Mbala,Confirmed_Passive_CHW,Over 5,31
2020-10-01,Mbala,Confirmed_Passive_CHW,Under 5,9
2020-10-01,Mbala,Confirmed_Passive_CHW,NA,0
2020-10-01,Mporokoso,Confirmed,Under 5,440
2020-10-01,Mporokoso,Confirmed,Over 5,1856
2020-10-01,Mporokoso,Confirmed,Under 5,102
2020-10-01,Mpulungu,Clinical,Under 5,227
2020-10-01,Mpulungu,Clinical,Over 5,353
2020-10-01,Mpulungu,Clinical,Under 5,51
2020-10-01,Mpulungu,Confirmed,Under 5,1012
2020-10-01,Mpulungu,Confirmed,Over 5,2021
2020-10-01,Mpulungu,Confirmed,Under 5,242
2020-10-01,Mungwi,Clinical,Under 5,1120
2020-10-01,Mungwi,Clinical,Over 5,1982
2020-10-01,Mungwi,Clinical,Under 5,466
2020-10-01,Mungwi,Confirmed,Under 5,1985
2020-10-01,Mungwi,Confirmed,Over 5,3388
2020-10-01,Mungwi,Confirmed,Under 5,483
2020-10-01,Nsama,Clinical,Under 5,133
2020-10-01,Nsama,Clinical,Over 5,192
2020-10-01,Nsama,Clinical,Under 5,59
2020-10-01,Nsama,Confirmed,Under 5,1015
2020-10-01,Nsama,Confirmed,Over 5,1858
2020-10-01,Nsama,Confirmed,Under 5,345
2020-10-01,Senga,Clinical,Under 5,251
2020-10-01,Senga,Clinical,Over 5,336
2020-10-01,Senga,Clinical,Under 5,90
2020-10-01,Senga,Confirmed,Under 5,1340
2020-10-01,Senga,Confirmed,Over 5,2047
2020-10-01,Senga,Confirmed,Under 5,619
2020-10-01,Senga,Confirmed_Passive_CHW,Over 5,178
2020-10-01,Senga,Confirmed_Passive_CHW,Under 5,116
2020-10-01,Senga,Confirmed_Passive_CHW,NA,0
2020-11-01,Chilubi,Clinical,Under 5,109
2020-11-01,Chilubi,Clinical,Over 5,110
2020-11-01,Chilubi,Clinical,Under 5,74
2020-11-01,Chilubi,Confirmed,Under 5,2209
2020-11-01,Chilubi,Confirmed,Over 5,2329
2020-11-01,Chilubi,Confirmed,Under 5,1009
2020-11-01,Kaputa,Clinical,Under 5,55
2020-11-01,Kaputa,Clinical,Over 5,88
2020-11-01,Kaputa,Clinical,Under 5,32
2020-11-01,Kaputa,Confirmed,Under 5,1984
2020-11-01,Kaputa,Confirmed,Over 5,3245
2020-11-01,Kaputa,Confirmed,Under 5,750
2020-11-01,Kasama,Clinical,Under 5,472
2020-11-01,Kasama,Clinical,Over 5,1173
2020-11-01,Kasama,Clinical,Under 5,150
2020-11-01,Kasama,Confirmed,Under 5,4309
2020-11-01,Kasama,Confirmed,Over 5,11291
2020-11-01,Kasama,Confirmed,Under 5,1023
2020-11-01,Lunte,Clinical,Under 5,22
2020-11-01,Lunte,Clinical,Over 5,25
2020-11-01,Lunte,Clinical,Under 5,3
2020-11-01,Lunte,Confirmed,Under 5,1158
2020-11-01,Lunte,Confirmed,Over 5,3603
2020-11-01,Lunte,Confirmed,Under 5,149
2020-11-01,Lupososhi,Clinical,Under 5,46
2020-11-01,Lupososhi,Clinical,Over 5,69
2020-11-01,Lupososhi,Clinical,Under 5,26
2020-11-01,Lupososhi,Confirmed,Under 5,1653
2020-11-01,Lupososhi,Confirmed,Over 5,1997
2020-11-01,Lupososhi,Confirmed,Under 5,494
2020-11-01,Luwingu,Confirmed,Under 5,1419
2020-11-01,Luwingu,Confirmed,Over 5,3657
2020-11-01,Luwingu,Confirmed,Under 5,429
2020-11-01,Mbala,Clinical,Under 5,108
2020-11-01,Mbala,Clinical,Over 5,187
2020-11-01,Mbala,Clinical,Under 5,19
2020-11-01,Mbala,Confirmed,Under 5,1424
2020-11-01,Mbala,Confirmed,Over 5,4272
2020-11-01,Mbala,Confirmed,Under 5,397
2020-11-01,Mbala,Confirmed_Passive_CHW,Over 5,139
2020-11-01,Mbala,Confirmed_Passive_CHW,Under 5,50
2020-11-01,Mbala,Confirmed_Passive_CHW,NA,0
2020-11-01,Mporokoso,Confirmed,Under 5,761
2020-11-01,Mporokoso,Confirmed,Over 5,3395
2020-11-01,Mporokoso,Confirmed,Under 5,175
2020-11-01,Mpulungu,Clinical,Under 5,422
2020-11-01,Mpulungu,Clinical,Over 5,605
2020-11-01,Mpulungu,Clinical,Under 5,107
2020-11-01,Mpulungu,Confirmed,Under 5,2057
2020-11-01,Mpulungu,Confirmed,Over 5,4368
2020-11-01,Mpulungu,Confirmed,Under 5,477
2020-11-01,Mungwi,Clinical,Under 5,1089
2020-11-01,Mungwi,Clinical,Over 5,2058
2020-11-01,Mungwi,Clinical,Under 5,304
2020-11-01,Mungwi,Confirmed,Under 5,3337
2020-11-01,Mungwi,Confirmed,Over 5,6444
2020-11-01,Mungwi,Confirmed,Under 5,881
2020-11-01,Nsama,Clinical,Under 5,131
2020-11-01,Nsama,Clinical,Over 5,201
2020-11-01,Nsama,Clinical,Under 5,45
2020-11-01,Nsama,Confirmed,Under 5,1502
2020-11-01,Nsama,Confirmed,Over 5,2454
2020-11-01,Nsama,Confirmed,Under 5,500
2020-11-01,Senga,Clinical,Under 5,192
2020-11-01,Senga,Clinical,Over 5,309
2020-11-01,Senga,Clinical,Under 5,61
2020-11-01,Senga,Confirmed,Under 5,1836
2020-11-01,Senga,Confirmed,Over 5,3566
2020-11-01,Senga,Confirmed,Under 5,482
2020-11-01,Senga,Confirmed_Passive_CHW,Over 5,176
2020-11-01,Senga,Confirmed_Passive_CHW,Under 5,73
2020-11-01,Senga,Confirmed_Passive_CHW,NA,0
2020-12-01,Chilubi,Clinical,Under 5,159
2020-12-01,Chilubi,Clinical,Over 5,163
2020-12-01,Chilubi,Clinical,Under 5,69
2020-12-01,Chilubi,Confirmed,Under 5,2305
2020-12-01,Chilubi,Confirmed,Over 5,2785
2020-12-01,Chilubi,Confirmed,Under 5,1350
2020-12-01,Kaputa,Clinical,Under 5,55
2020-12-01,Kaputa,Clinical,Over 5,96
2020-12-01,Kaputa,Clinical,Under 5,24
2020-12-01,Kaputa,Confirmed,Under 5,1758
2020-12-01,Kaputa,Confirmed,Over 5,2264
2020-12-01,Kaputa,Confirmed,Under 5,547
2020-12-01,Kasama,Clinical,Under 5,493
2020-12-01,Kasama,Clinical,Over 5,1228
2020-12-01,Kasama,Clinical,Under 5,95
2020-12-01,Kasama,Confirmed,Under 5,5356
2020-12-01,Kasama,Confirmed,Over 5,13294
2020-12-01,Kasama,Confirmed,Under 5,1340
2020-12-01,Lunte,Clinical,Under 5,13
2020-12-01,Lunte,Clinical,Over 5,82
2020-12-01,Lunte,Clinical,Under 5,1
2020-12-01,Lunte,Confirmed,Under 5,1175
2020-12-01,Lunte,Confirmed,Over 5,4117
2020-12-01,Lunte,Confirmed,Under 5,153
2020-12-01,Lupososhi,Clinical,Under 5,14
2020-12-01,Lupososhi,Clinical,Over 5,19
2020-12-01,Lupososhi,Clinical,Under 5,4
2020-12-01,Lupososhi,Confirmed,Under 5,1450
2020-12-01,Lupososhi,Confirmed,Over 5,1841
2020-12-01,Lupososhi,Confirmed,Under 5,660
2020-12-01,Luwingu,Confirmed,Under 5,1886
2020-12-01,Luwingu,Confirmed,Over 5,4422
2020-12-01,Luwingu,Confirmed,Under 5,659
2020-12-01,Mbala,Clinical,Under 5,61
2020-12-01,Mbala,Clinical,Over 5,162
2020-12-01,Mbala,Clinical,Under 5,70
2020-12-01,Mbala,Confirmed,Under 5,1871
2020-12-01,Mbala,Confirmed,Over 5,5432
2020-12-01,Mbala,Confirmed,Under 5,878
2020-12-01,Mbala,Confirmed_Passive_CHW,Over 5,240
2020-12-01,Mbala,Confirmed_Passive_CHW,Under 5,109
2020-12-01,Mbala,Confirmed_Passive_CHW,NA,0
2020-12-01,Mporokoso,Confirmed,Under 5,569
2020-12-01,Mporokoso,Confirmed,Over 5,2226
2020-12-01,Mporokoso,Confirmed,Under 5,119
2020-12-01,Mpulungu,Clinical,Under 5,145
2020-12-01,Mpulungu,Clinical,Over 5,180
2020-12-01,Mpulungu,Clinical,Under 5,36
2020-12-01,Mpulungu,Confirmed,Under 5,2308
2020-12-01,Mpulungu,Confirmed,Over 5,5275
2020-12-01,Mpulungu,Confirmed,Under 5,588
2020-12-01,Mungwi,Clinical,Under 5,577
2020-12-01,Mungwi,Clinical,Over 5,870
2020-12-01,Mungwi,Clinical,Under 5,187
2020-12-01,Mungwi,Confirmed,Under 5,5004
2020-12-01,Mungwi,Confirmed,Over 5,10043
2020-12-01,Mungwi,Confirmed,Under 5,1240
2020-12-01,Nsama,Clinical,Under 5,75
2020-12-01,Nsama,Clinical,Over 5,102
2020-12-01,Nsama,Clinical,Under 5,67
2020-12-01,Nsama,Confirmed,Under 5,1407
2020-12-01,Nsama,Confirmed,Over 5,2457
2020-12-01,Nsama,Confirmed,Under 5,508
2020-12-01,Senga,Clinical,Under 5,285
2020-12-01,Senga,Clinical,Over 5,357
2020-12-01,Senga,Clinical,Under 5,34
2020-12-01,Senga,Confirmed,Under 5,1480
2020-12-01,Senga,Confirmed,Over 5,3216
2020-12-01,Senga,Confirmed,Under 5,415
2020-12-01,Senga,Confirmed_Passive_CHW,Over 5,104
2020-12-01,Senga,Confirmed_Passive_CHW,Under 5,63
2020-12-01,Senga,Confirmed_Passive_CHW,NA,0
2021-01-01,Chilubi,Clinical,Under 5,428
2021-01-01,Chilubi,Clinical,Over 5,566
2021-01-01,Chilubi,Clinical,Under 5,313
2021-01-01,Chilubi,Confirmed,Under 5,1536
2021-01-01,Chilubi,Confirmed,Over 5,1705
2021-01-01,Chilubi,Confirmed,Under 5,952
2021-01-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2021-01-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2021-01-01,Chilubi,Confirmed_Passive_CHW,NA,0
2021-01-01,Kaputa,Clinical,Under 5,39
2021-01-01,Kaputa,Clinical,Over 5,88
2021-01-01,Kaputa,Clinical,Under 5,16
2021-01-01,Kaputa,Confirmed,Under 5,1704
2021-01-01,Kaputa,Confirmed,Over 5,2597
2021-01-01,Kaputa,Confirmed,Under 5,574
2021-01-01,Kasama,Clinical,Under 5,235
2021-01-01,Kasama,Clinical,Over 5,954
2021-01-01,Kasama,Clinical,Under 5,75
2021-01-01,Kasama,Confirmed,Under 5,5051
2021-01-01,Kasama,Confirmed,Over 5,12717
2021-01-01,Kasama,Confirmed,Under 5,1295
2021-01-01,Lunte,Clinical,Over 5,6
2021-01-01,Lunte,Clinical,Under 5,1
2021-01-01,Lunte,Confirmed,Under 5,914
2021-01-01,Lunte,Confirmed,Over 5,3301
2021-01-01,Lunte,Confirmed,Under 5,199
2021-01-01,Lupososhi,Clinical,Under 5,12
2021-01-01,Lupososhi,Clinical,Over 5,14
2021-01-01,Lupososhi,Clinical,Under 5,7
2021-01-01,Lupososhi,Confirmed,Under 5,1161
2021-01-01,Lupososhi,Confirmed,Over 5,1824
2021-01-01,Lupososhi,Confirmed,Under 5,470
2021-01-01,Luwingu,Confirmed,Under 5,1908
2021-01-01,Luwingu,Confirmed,Over 5,4589
2021-01-01,Luwingu,Confirmed,Under 5,699
2021-01-01,Mbala,Clinical,Under 5,44
2021-01-01,Mbala,Clinical,Over 5,114
2021-01-01,Mbala,Clinical,Under 5,59
2021-01-01,Mbala,Confirmed,Under 5,1574
2021-01-01,Mbala,Confirmed,Over 5,4127
2021-01-01,Mbala,Confirmed,Under 5,225
2021-01-01,Mbala,Confirmed_Passive_CHW,Over 5,203
2021-01-01,Mbala,Confirmed_Passive_CHW,Under 5,110
2021-01-01,Mbala,Confirmed_Passive_CHW,NA,0
2021-01-01,Mporokoso,Confirmed,Under 5,618
2021-01-01,Mporokoso,Confirmed,Over 5,2305
2021-01-01,Mporokoso,Confirmed,Under 5,130
2021-01-01,Mpulungu,Clinical,Under 5,190
2021-01-01,Mpulungu,Clinical,Over 5,304
2021-01-01,Mpulungu,Clinical,Under 5,48
2021-01-01,Mpulungu,Confirmed,Under 5,1921
2021-01-01,Mpulungu,Confirmed,Over 5,4724
2021-01-01,Mpulungu,Confirmed,Under 5,497
2021-01-01,Mungwi,Clinical,Under 5,423
2021-01-01,Mungwi,Clinical,Over 5,676
2021-01-01,Mungwi,Clinical,Under 5,161
2021-01-01,Mungwi,Confirmed,Under 5,4035
2021-01-01,Mungwi,Confirmed,Over 5,8549
2021-01-01,Mungwi,Confirmed,Under 5,973
2021-01-01,Nsama,Clinical,Under 5,108
2021-01-01,Nsama,Clinical,Over 5,120
2021-01-01,Nsama,Clinical,Under 5,69
2021-01-01,Nsama,Confirmed,Under 5,1485
2021-01-01,Nsama,Confirmed,Over 5,2525
2021-01-01,Nsama,Confirmed,Under 5,440
2021-01-01,Senga,Clinical,Under 5,191
2021-01-01,Senga,Clinical,Over 5,337
2021-01-01,Senga,Clinical,Under 5,58
2021-01-01,Senga,Confirmed,Under 5,1147
2021-01-01,Senga,Confirmed,Over 5,1906
2021-01-01,Senga,Confirmed,Under 5,354
2021-01-01,Senga,Confirmed_Passive_CHW,Over 5,134
2021-01-01,Senga,Confirmed_Passive_CHW,Under 5,109
2021-01-01,Senga,Confirmed_Passive_CHW,NA,0
2021-02-01,Chilubi,Clinical,Under 5,625
2021-02-01,Chilubi,Clinical,Over 5,767
2021-02-01,Chilubi,Clinical,Under 5,332
2021-02-01,Chilubi,Confirmed,Under 5,1015
2021-02-01,Chilubi,Confirmed,Over 5,1083
2021-02-01,Chilubi,Confirmed,Under 5,573
2021-02-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2021-02-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2021-02-01,Chilubi,Confirmed_Passive_CHW,NA,0
2021-02-01,Kaputa,Clinical,Over 5,12
2021-02-01,Kaputa,Confirmed,Under 5,679
2021-02-01,Kaputa,Confirmed,Over 5,1231
2021-02-01,Kaputa,Confirmed,Under 5,148
2021-02-01,Kasama,Clinical,Under 5,297
2021-02-01,Kasama,Clinical,Over 5,787
2021-02-01,Kasama,Clinical,Under 5,59
2021-02-01,Kasama,Confirmed,Under 5,2524
2021-02-01,Kasama,Confirmed,Over 5,7726
2021-02-01,Kasama,Confirmed,Under 5,758
2021-02-01,Lunte,Clinical,Under 5,27
2021-02-01,Lunte,Clinical,Over 5,57
2021-02-01,Lunte,Clinical,Under 5,3
2021-02-01,Lunte,Confirmed,Under 5,536
2021-02-01,Lunte,Confirmed,Over 5,1942
2021-02-01,Lunte,Confirmed,Under 5,101
2021-02-01,Lupososhi,Clinical,Under 5,2
2021-02-01,Lupososhi,Clinical,Over 5,3
2021-02-01,Lupososhi,Confirmed,Under 5,1036
2021-02-01,Lupososhi,Confirmed,Over 5,1928
2021-02-01,Lupososhi,Confirmed,Under 5,452
2021-02-01,Luwingu,Clinical,Under 5,59
2021-02-01,Luwingu,Clinical,Over 5,118
2021-02-01,Luwingu,Clinical,Under 5,13
2021-02-01,Luwingu,Confirmed,Under 5,1234
2021-02-01,Luwingu,Confirmed,Over 5,2640
2021-02-01,Luwingu,Confirmed,Under 5,403
2021-02-01,Mbala,Clinical,Under 5,2
2021-02-01,Mbala,Clinical,Over 5,28
2021-02-01,Mbala,Confirmed,Under 5,722
2021-02-01,Mbala,Confirmed,Over 5,2325
2021-02-01,Mbala,Confirmed,Under 5,180
2021-02-01,Mbala,Confirmed_Passive_CHW,Over 5,131
2021-02-01,Mbala,Confirmed_Passive_CHW,Under 5,64
2021-02-01,Mbala,Confirmed_Passive_CHW,NA,0
2021-02-01,Mporokoso,Confirmed,Under 5,299
2021-02-01,Mporokoso,Confirmed,Over 5,1386
2021-02-01,Mporokoso,Confirmed,Under 5,55
2021-02-01,Mpulungu,Clinical,Under 5,81
2021-02-01,Mpulungu,Clinical,Over 5,128
2021-02-01,Mpulungu,Clinical,Under 5,25
2021-02-01,Mpulungu,Confirmed,Under 5,1226
2021-02-01,Mpulungu,Confirmed,Over 5,2441
2021-02-01,Mpulungu,Confirmed,Under 5,336
2021-02-01,Mungwi,Clinical,Under 5,731
2021-02-01,Mungwi,Clinical,Over 5,1304
2021-02-01,Mungwi,Clinical,Under 5,353
2021-02-01,Mungwi,Confirmed,Under 5,2210
2021-02-01,Mungwi,Confirmed,Over 5,4311
2021-02-01,Mungwi,Confirmed,Under 5,658
2021-02-01,Nsama,Clinical,Under 5,9
2021-02-01,Nsama,Clinical,Over 5,28
2021-02-01,Nsama,Clinical,Under 5,1
2021-02-01,Nsama,Confirmed,Under 5,654
2021-02-01,Nsama,Confirmed,Over 5,1634
2021-02-01,Nsama,Confirmed,Under 5,275
2021-02-01,Senga,Clinical,Under 5,22
2021-02-01,Senga,Clinical,Over 5,159
2021-02-01,Senga,Clinical,Under 5,6
2021-02-01,Senga,Confirmed,Under 5,366
2021-02-01,Senga,Confirmed,Over 5,1549
2021-02-01,Senga,Confirmed,Under 5,338
2021-02-01,Senga,Confirmed_Passive_CHW,Over 5,27
2021-02-01,Senga,Confirmed_Passive_CHW,Under 5,30
2021-02-01,Senga,Confirmed_Passive_CHW,NA,0
2021-03-01,Chilubi,Clinical,Under 5,442
2021-03-01,Chilubi,Clinical,Over 5,512
2021-03-01,Chilubi,Clinical,Under 5,269
2021-03-01,Chilubi,Confirmed,Under 5,1590
2021-03-01,Chilubi,Confirmed,Over 5,2369
2021-03-01,Chilubi,Confirmed,Under 5,897
2021-03-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2021-03-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2021-03-01,Chilubi,Confirmed_Passive_CHW,NA,0
2021-03-01,Kaputa,Clinical,Under 5,12
2021-03-01,Kaputa,Clinical,Over 5,69
2021-03-01,Kaputa,Clinical,Under 5,7
2021-03-01,Kaputa,Confirmed,Under 5,1421
2021-03-01,Kaputa,Confirmed,Over 5,2797
2021-03-01,Kaputa,Confirmed,Under 5,320
2021-03-01,Kasama,Clinical,Under 5,21
2021-03-01,Kasama,Clinical,Over 5,80
2021-03-01,Kasama,Clinical,Under 5,7
2021-03-01,Kasama,Confirmed,Under 5,3974
2021-03-01,Kasama,Confirmed,Over 5,12443
2021-03-01,Kasama,Confirmed,Under 5,1259
2021-03-01,Lunte,Clinical,Under 5,6
2021-03-01,Lunte,Clinical,Over 5,22
2021-03-01,Lunte,Clinical,Under 5,2
2021-03-01,Lunte,Confirmed,Under 5,784
2021-03-01,Lunte,Confirmed,Over 5,3374
2021-03-01,Lunte,Confirmed,Under 5,122
2021-03-01,Lupososhi,Clinical,Under 5,1
2021-03-01,Lupososhi,Clinical,Over 5,1
2021-03-01,Lupososhi,Confirmed,Under 5,1205
2021-03-01,Lupososhi,Confirmed,Over 5,1991
2021-03-01,Lupososhi,Confirmed,Under 5,469
2021-03-01,Luwingu,Confirmed,Under 5,1936
2021-03-01,Luwingu,Confirmed,Over 5,4264
2021-03-01,Luwingu,Confirmed,Under 5,620
2021-03-01,Mbala,Clinical,Under 5,1
2021-03-01,Mbala,Clinical,Over 5,25
2021-03-01,Mbala,Confirmed,Under 5,939
2021-03-01,Mbala,Confirmed,Over 5,3436
2021-03-01,Mbala,Confirmed,Under 5,192
2021-03-01,Mbala,Confirmed_Passive_CHW,Over 5,96
2021-03-01,Mbala,Confirmed_Passive_CHW,Under 5,48
2021-03-01,Mbala,Confirmed_Passive_CHW,NA,0
2021-03-01,Mporokoso,Confirmed,Under 5,452
2021-03-01,Mporokoso,Confirmed,Over 5,2170
2021-03-01,Mporokoso,Confirmed,Under 5,88
2021-03-01,Mpulungu,Clinical,Under 5,130
2021-03-01,Mpulungu,Clinical,Over 5,185
2021-03-01,Mpulungu,Clinical,Under 5,46
2021-03-01,Mpulungu,Confirmed,Under 5,1280
2021-03-01,Mpulungu,Confirmed,Over 5,3569
2021-03-01,Mpulungu,Confirmed,Under 5,311
2021-03-01,Mungwi,Clinical,Under 5,185
2021-03-01,Mungwi,Clinical,Over 5,397
2021-03-01,Mungwi,Clinical,Under 5,60
2021-03-01,Mungwi,Confirmed,Under 5,2716
2021-03-01,Mungwi,Confirmed,Over 5,6331
2021-03-01,Mungwi,Confirmed,Under 5,681
2021-03-01,Nsama,Clinical,Under 5,12
2021-03-01,Nsama,Clinical,Over 5,23
2021-03-01,Nsama,Clinical,Under 5,2
2021-03-01,Nsama,Confirmed,Under 5,1079
2021-03-01,Nsama,Confirmed,Over 5,2410
2021-03-01,Nsama,Confirmed,Under 5,319
2021-03-01,Senga,Clinical,Under 5,3
2021-03-01,Senga,Clinical,Over 5,14
2021-03-01,Senga,Confirmed,Under 5,568
2021-03-01,Senga,Confirmed,Over 5,1972
2021-03-01,Senga,Confirmed,Under 5,209
2021-03-01,Senga,Confirmed_Passive_CHW,Over 5,179
2021-03-01,Senga,Confirmed_Passive_CHW,Under 5,109
2021-03-01,Senga,Confirmed_Passive_CHW,NA,0
2021-04-01,Chilubi,Clinical,Under 5,398
2021-04-01,Chilubi,Clinical,Over 5,463
2021-04-01,Chilubi,Clinical,Under 5,189
2021-04-01,Chilubi,Confirmed,Under 5,1551
2021-04-01,Chilubi,Confirmed,Over 5,2313
2021-04-01,Chilubi,Confirmed,Under 5,982
2021-04-01,Chilubi,Confirmed_Passive_CHW,Over 5,0
2021-04-01,Chilubi,Confirmed_Passive_CHW,Under 5,0
2021-04-01,Chilubi,Confirmed_Passive_CHW,NA,0
2021-04-01,Kaputa,Clinical,Under 5,30
2021-04-01,Kaputa,Clinical,Over 5,47
2021-04-01,Kaputa,Clinical,Under 5,10
2021-04-01,Kaputa,Confirmed,Under 5,1369
2021-04-01,Kaputa,Confirmed,Over 5,2757
2021-04-01,Kaputa,Confirmed,Under 5,339
2021-04-01,Kasama,Clinical,Under 5,2
2021-04-01,Kasama,Clinical,Over 5,27
2021-04-01,Kasama,Clinical,Under 5,3
2021-04-01,Kasama,Confirmed,Under 5,3855
2021-04-01,Kasama,Confirmed,Over 5,12898
2021-04-01,Kasama,Confirmed,Under 5,1121
2021-04-01,Lunte,Clinical,Under 5,2
2021-04-01,Lunte,Clinical,Over 5,21
2021-04-01,Lunte,Confirmed,Under 5,696
2021-04-01,Lunte,Confirmed,Over 5,3132
2021-04-01,Lunte,Confirmed,Under 5,119
2021-04-01,Lupososhi,Clinical,Under 5,18
2021-04-01,Lupososhi,Clinical,Over 5,13
2021-04-01,Lupososhi,Clinical,Under 5,3
2021-04-01,Lupososhi,Confirmed,Under 5,1193
2021-04-01,Lupososhi,Confirmed,Over 5,1713
2021-04-01,Lupososhi,Confirmed,Under 5,341
2021-04-01,Luwingu,Clinical,Under 5,3
2021-04-01,Luwingu,Clinical,Over 5,5
2021-04-01,Luwingu,Clinical,Under 5,4
2021-04-01,Luwingu,Confirmed,Under 5,1631
2021-04-01,Luwingu,Confirmed,Over 5,3243
2021-04-01,Luwingu,Confirmed,Under 5,527
2021-04-01,Mbala,Clinical,Under 5,1
2021-04-01,Mbala,Clinical,Over 5,9
2021-04-01,Mbala,Confirmed,Under 5,945
2021-04-01,Mbala,Confirmed,Over 5,3168
2021-04-01,Mbala,Confirmed,Under 5,617
2021-04-01,Mbala,Confirmed_Passive_CHW,Over 5,91
